policy,episode_index,scenario_seed,avg_reward,avg_aodt,tail_aodt,mean_energy,max_energy,violation_rate,avg_queue,final_queue,invalid,wasted,windows,manager_actions,mean_aodt_reward_term,mean_energy_reward_term,uav_window_violation_fraction,manager_inference_time_s_total,manager_inference_time_s_mean,worker_inference_time_s_total,worker_inference_time_s_mean,idle_rate,manager_transitions,uav_switch_fraction,dt_host_switch_fraction,raw_uav_position_change_count,raw_dt_host_change_count,avg_changed_uavs_per_transition,avg_rehosted_entities_per_transition,total_grid_movement_distance,avg_movement_distance_per_uav_transition,count,mean_delay,median_delay,p90_delay,p95_delay,p99_delay,max_delay,fraction_over_0_5s,fraction_over_1_0s,fraction_over_2_0s,fraction_over_slot,system,seed,worker_policy
ppo,10,334169,-5.27232679605484,5.27232679605484,7.741110976537069,0.0332074181176722,0.0665697701275348,0.0,0.0,0.0,0,0,60,60,5.27232679605484,0.0,0.0,0.1080295999418012,0.0018004933323633,1.1303407002124004,0.0188390116702066,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1197203993797302,0.0857571214437484,0.2775810062885284,0.3396851718425751,0.455152302980423,0.5506880879402161,0.0033333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,11,334170,-5.209260361194611,5.209260361194611,7.589655512173971,0.0334265485095481,0.0620995541103184,0.0,0.0,0.0,0,0,60,60,5.209260361194611,0.0,0.0,0.1001751998555846,0.0016695866642597,1.0652492000954226,0.0177541533349237,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1224798411130905,0.0903996601700782,0.2781784236431122,0.3426375389099121,0.5776317119598389,0.8005397319793701,0.02,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,12,334171,-5.422608318328857,5.422608318328857,7.897434584299722,0.0337235769256949,0.0675173725311954,0.0,0.0,0.0,0,0,60,60,5.422608318328857,0.0,0.0,0.1016931001795455,0.0016948850029924,1.1339551999699324,0.0188992533328322,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1312944591045379,0.0683601275086402,0.3633654713630676,0.4181399941444397,0.5131354928016663,0.6407731771469116,0.0111111111111111,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,13,334172,-5.356589175860088,5.356589175860088,7.801954501469931,0.0344700419499228,0.0673453001926342,0.0,0.0,0.0,0,0,60,60,5.356589175860088,0.0,0.0,0.1060257997596636,0.001767096662661,1.0838688002550043,0.01806448000425,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1286994218826294,0.0996721386909484,0.2892145812511444,0.342318445444107,0.5316582918167114,0.6211103796958923,0.0155555555555555,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,14,334173,-5.49954066514969,5.49954066514969,8.032646214167277,0.0314828450636317,0.0639661918083826,0.0,0.0,0.0,0,0,60,60,5.49954066514969,0.0,0.0,0.103237199713476,0.0017206199952246,1.0802343998802826,0.0180039066646713,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1477618962526321,0.1201926544308662,0.2905556857585907,0.3792889416217804,0.5436615347862244,0.6310284733772278,0.0155555555555555,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,15,334174,-5.266164978345235,5.266164978345235,7.539422408739726,0.030874068227907,0.061607291114827,0.0,0.0,0.0,0,0,60,60,5.266164978345235,0.0,0.0,0.0897975999978371,0.0014966266666306,0.9303388990228996,0.0155056483170483,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1226992234587669,0.0956320911645889,0.2777699530124664,0.3375490307807922,0.421699196100235,0.5417832732200623,0.0044444444444444,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,16,334175,-5.511720407009125,5.5117204070091255,7.990837216377258,0.0295897879948218,0.0611091034486889,0.0,0.0,0.0,0,0,60,60,5.511720407009125,0.0,0.0,0.0848691998398862,0.0014144866639981,0.9047095996211284,0.0150784933270188,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1230193600058555,0.0752294361591339,0.2888220846652984,0.3501264154911041,0.5263453125953674,0.6513450741767883,0.0133333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,17,334176,-5.431073631445567,5.431073631445567,7.847771078745525,0.0330491016308466,0.0659217988761762,0.0,0.0,0.0,0,0,60,60,5.431073631445567,0.0,0.0,0.1441226000315509,0.0024020433338591,0.9856607998372056,0.0164276799972867,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1260902732610702,0.0993512496352195,0.2969616651535034,0.3442857265472412,0.4873861074447632,0.5863255262374878,0.0066666666666666,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,18,334177,-5.415955952008566,5.415955952008566,7.951168588002522,0.034219460748136,0.064758741731445,0.0,0.0,0.0,0,0,60,60,5.415955952008566,0.0,0.0,0.0979800999048166,0.0016330016650802,1.0586353003163822,0.0176439216719397,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1500591486692428,0.1125676184892654,0.327833354473114,0.3971026241779327,0.4972867667675018,0.5580845475196838,0.0088888888888888,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,19,334178,-5.343511475721996,5.343511475721996,7.778778940836589,0.0328192218206822,0.0642056479429205,0.0,0.0,0.0,0,0,60,60,5.343511475721996,0.0,0.0,0.0878756997990422,0.0014645949966507,0.9061634999234228,0.0151027249987237,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1150238737463951,0.0878814384341239,0.2758353650569916,0.3262884020805359,0.379491239786148,0.5707316398620605,0.0022222222222222,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,20,334179,-5.25431618531545,5.25431618531545,7.700866038004558,0.0349813845939934,0.0658112652910252,0.0,0.0,0.0,0,0,60,60,5.25431618531545,0.0,0.0,0.1071137997205369,0.0017852299953422,1.127766799996607,0.0187961133332767,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1123102307319641,0.0720122903585434,0.2612107098102569,0.3209119737148285,0.5494228005409241,0.6913729310035706,0.0155555555555555,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,21,334180,-5.287201491196951,5.287201491196951,7.616269677480062,0.0326513966390242,0.0620374978519976,0.0,0.0,0.0,0,0,60,60,5.287201491196951,0.0,0.0,0.097086300025694,0.0016181050004282,1.0168900002609007,0.016948166671015,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1223323047161102,0.0931788459420204,0.2584893703460693,0.3072541356086731,0.5698766112327576,0.6273637413978577,0.0177777777777777,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,22,334181,-5.378419491449992,5.378419491449992,7.751599764823912,0.0344974168265859,0.0683466535061597,0.0,0.0,0.0,0,0,60,60,5.378419491449992,0.0,0.0,0.1008966001099906,0.0016816100018331,1.1124449002090842,0.018540748336818,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1130524054169654,0.0826318711042404,0.2618463933467865,0.3098178207874298,0.5602714419364929,0.6432461738586426,0.0144444444444444,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,23,334182,-5.23702025492986,5.23702025492986,7.626374681790669,0.0349453114904463,0.0645149234061439,0.0,0.0,0.0,0,0,60,60,5.23702025492986,0.0,0.0,0.0900822997791692,0.0015013716629861,0.932531499711331,0.0155421916618555,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1274597495794296,0.0743711963295936,0.3098601698875427,0.3670360147953033,0.5473219752311707,0.601916491985321,0.02,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,24,334183,-5.392823019822439,5.392823019822439,7.832841267585754,0.0312057899621625,0.0620278995794554,0.0,0.0,0.0,0,0,60,60,5.392823019822439,0.0,0.0,0.0842050000792369,0.0014034166679872,0.8972056003985927,0.0149534266733098,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1309581696987152,0.0829098373651504,0.3144681453704834,0.3752897679805755,0.5729126334190369,0.7416345477104187,0.0188888888888888,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,25,334184,-5.355498423576355,5.355498423576355,7.786745193799335,0.0315854045252005,0.0613190601269404,0.0,0.0,0.0,0,0,60,60,5.355498423576355,0.0,0.0,0.1073905997909605,0.0017898433298493,1.147720200242475,0.0191286700040412,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1357375234365463,0.1010876074433326,0.3247242867946625,0.3758150041103363,0.4409104883670807,0.5214458107948303,0.0011111111111111,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,26,334185,-5.297721217473349,5.297721217473348,7.775676142374674,0.0351009604365875,0.0710887026662627,0.0,0.0,0.0,0,0,60,60,5.297721217473349,0.0,0.0,0.0957141999388113,0.0015952366656468,0.9977839999482968,0.0166297333324716,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1069461032748222,0.0676623284816742,0.271237313747406,0.3139300942420959,0.4234914183616638,0.5550503730773926,0.0033333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,27,334186,-5.21837348540624,5.21837348540624,7.633415689468384,0.0350217383820563,0.0669272543862462,0.0,0.0,0.0,0,0,60,60,5.21837348540624,0.0,0.0,0.0953868997748941,0.0015897816629149,1.0025255001382902,0.0167087583356381,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1261407285928726,0.0682136714458465,0.3116250932216644,0.3829836249351501,0.5866295695304871,0.6662586331367493,0.0211111111111111,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,28,334187,-5.361139531135559,5.361139531135558,7.780774676005047,0.0324578306792924,0.0651232468585173,0.0,0.0,0.0,0,0,60,60,5.361139531135559,0.0,0.0,0.0883176000206731,0.0014719600003445,0.9153297998709604,0.015255496664516,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1287944614887237,0.0824467241764068,0.2896809577941894,0.3327669203281402,0.5306974649429321,0.6694196462631226,0.0155555555555555,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,29,334188,-5.52862532456716,5.528625324567161,7.939902024269104,0.0329948655329644,0.0690524927030007,0.0,0.0,0.0,0,0,60,60,5.52862532456716,0.0,0.0,0.090067800018005,0.0015011300003,0.9626175001030788,0.0160436250017179,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1674559861421585,0.157639741897583,0.3308516144752502,0.3954229652881622,0.4920525848865509,0.6889844536781311,0.01,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,30,334189,-5.334013323783875,5.334013323783875,7.811338779131571,0.0348873066715896,0.0665142102477451,0.0,0.0,0.0,0,0,60,60,5.334013323783875,0.0,0.0,0.0955411997856572,0.0015923533297609,1.0110608995892107,0.0168510149931535,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1101947948336601,0.0604727417230606,0.2847423553466797,0.3496891260147095,0.5366042256355286,0.5762866735458374,0.0211111111111111,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,31,334190,-5.378469281991324,5.378469281991324,7.858639165560404,0.0326058669481426,0.062109651726981,0.0,0.0,0.0,0,0,60,60,5.378469281991324,0.0,0.0,0.0956613001762889,0.0015943550029381,0.9778645000769756,0.0162977416679495,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1453607827425003,0.1082964092493057,0.3116377294063568,0.4092070162296295,0.5989254713058472,0.7101157903671265,0.0188888888888888,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,32,334191,-5.110835022131602,5.110835022131601,7.385647665659587,0.0381248883747806,0.0678307629500826,0.0,0.0,0.0,0,0,60,60,5.110835022131602,0.0,0.0,0.089510100078769,0.0014918350013128,0.9505570995970628,0.0158426183266177,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1218459978699684,0.0772947669029235,0.3031409084796905,0.3422912955284118,0.5196062922477722,0.5769660472869873,0.0155555555555555,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,33,334192,-5.480037347475688,5.480037347475688,7.962446908950804,0.0325809484658141,0.066830199273924,0.0,0.0,0.0,0,0,60,60,5.480037347475688,0.0,0.0,0.0891568001243285,0.0014859466687388,0.9181570000946522,0.0153026166682442,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1497315615415573,0.1008456870913505,0.3519922792911529,0.4208373129367828,0.5249905586242676,0.597773015499115,0.0233333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,34,334193,-5.307285916010538,5.307285916010538,7.785191877683002,0.032160175871104,0.0632275903597474,0.0,0.0,0.0,0,0,60,60,5.307285916010538,0.0,0.0,0.1006945000262931,0.0016782416671048,1.0542681002407337,0.0175711350040122,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1151889413595199,0.0604248158633708,0.312722384929657,0.3749571442604065,0.5440741181373596,0.6732089519500732,0.0133333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,35,334194,-5.408414560953776,5.408414560953776,7.78418184598287,0.031727110221982,0.063476239486287,0.0,0.0,0.0,0,0,60,60,5.408414560953776,0.0,0.0,0.0872913998318836,0.0014548566638647,0.913364299980458,0.0152227383330076,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1137607097625732,0.0718194767832756,0.2750628590583801,0.3677864372730255,0.4774859547615051,0.5239161849021912,0.0044444444444444,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,36,334195,-5.294449033737181,5.294449033737181,7.653233831723531,0.033537693383793,0.0653850276644031,0.0,0.0,0.0,0,0,60,60,5.294449033737181,0.0,0.0,0.0919067997019738,0.0015317799950328,0.9688843001495115,0.0161480716691585,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1184441521763801,0.0807505100965499,0.2777046859264374,0.3362517952919006,0.4707106649875641,0.5590555667877197,0.0044444444444444,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,37,334196,-5.452797243595123,5.452797243595123,7.835057652791341,0.0347384377227475,0.0676933062573274,0.0,0.0,0.0,0,0,60,60,5.452797243595123,0.0,0.0,0.0888572997646406,0.0014809549960773,0.9814285999163984,0.0163571433319399,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1209239736199379,0.0672420337796211,0.2984325885772705,0.3691211342811584,0.5451257228851318,0.5824748277664185,0.0155555555555555,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,38,334197,-5.282670331796012,5.282670331796012,7.650046405792236,0.0359760720903674,0.062582394760102,0.0,0.0,0.0,0,0,60,60,5.282670331796012,0.0,0.0,0.0990625996491871,0.0016510433274864,1.0097094996017404,0.016828491660029,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1151017099618911,0.0590200722217559,0.3069609105587005,0.3783968687057495,0.5059020519256592,0.6184946298599243,0.0111111111111111,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,39,334198,-5.26346972068151,5.263469720681509,7.714184255599975,0.0312824558001011,0.0614181849174201,0.0,0.0,0.0,0,0,60,60,5.26346972068151,0.0,0.0,0.0882499002036638,0.001470831670061,0.9553308001486585,0.0159221800024776,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1089762523770332,0.0764983147382736,0.2653132677078247,0.3332883417606354,0.4862060248851776,0.5618093609809875,0.0066666666666666,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,40,334199,-5.398763134479522,5.398763134479522,7.861075943311055,0.034443547281747,0.0617802903056144,0.0,0.0,0.0,0,0,60,60,5.398763134479522,0.0,0.0,0.0948339994065463,0.0015805666567757,0.963436399877537,0.0160572733312922,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.110317438840866,0.0578234046697616,0.2973132729530334,0.3725796043872833,0.5406689643859863,0.6812776923179626,0.0177777777777777,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,41,334200,-5.292654383977255,5.292654383977256,7.703004762331644,0.0332431104344626,0.0670313547675808,0.0,0.0,0.0,0,0,60,60,5.292654383977255,0.0,0.0,0.0908777998993173,0.0015146299983219,0.9416572002810426,0.0156942866713507,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1298542320728302,0.0788644775748252,0.3040592670440674,0.387477695941925,0.6179201006889343,0.7978461384773254,0.0188888888888888,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,42,334201,-5.287081031799317,5.287081031799317,7.597143925031026,0.0344330099256088,0.0641246664648254,0.0,0.0,0.0,0,0,60,60,5.287081031799317,0.0,0.0,0.0980802996782586,0.0016346716613043,1.080851299862843,0.0180141883310473,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1185540482401847,0.0737675949931144,0.2940850853919983,0.3502391576766968,0.4818683266639709,0.5221284031867981,0.0077777777777777,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,43,334202,-5.222266081968942,5.222266081968942,7.589737764994303,0.0323468388368686,0.0626342838009198,0.0,0.0,0.0,0,0,60,60,5.222266081968942,0.0,0.0,0.0892479998874478,0.0014874666647907,0.9491005999734624,0.015818343332891,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1066148057579994,0.0587901845574379,0.2702892422676086,0.3285160660743713,0.5603702068328857,0.6831426620483398,0.0166666666666666,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,44,334203,-5.36444920539856,5.36444920539856,7.757167841593425,0.0328089994533608,0.0652926334490378,0.0,0.0,0.0,0,0,60,60,5.36444920539856,0.0,0.0,0.0883172001340426,0.0014719533355673,0.9224499993724748,0.0153741666562079,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1233935207128524,0.0911697149276733,0.2637225091457367,0.3139924108982086,0.5347362756729126,0.6002762913703918,0.0133333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,45,334204,-5.414748443762461,5.414748443762461,7.840779924392701,0.0308462899023046,0.0668979433986047,0.0,0.0,0.0,0,0,60,60,5.414748443762461,0.0,0.0,0.0934773996123112,0.0015579566602051,0.9919920000829734,0.0165332000013828,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1156538873910904,0.0778407901525497,0.2695091068744659,0.3169566094875335,0.6515316963195801,0.7870746850967407,0.02,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,46,334205,-5.254547371069589,5.254547371069589,7.57824785709381,0.0334814483144631,0.0641609633962313,0.0,0.0,0.0,0,0,60,60,5.254547371069589,0.0,0.0,0.0965057002613321,0.0016084283376888,1.0083689005114138,0.0168061483418568,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.108204111456871,0.0580445080995559,0.2881403863430023,0.3453286290168762,0.5228127837181091,0.7069513201713562,0.0144444444444444,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,47,334206,-5.242656037807464,5.242656037807464,7.6086643600463875,0.033346603019163,0.0654505302198231,0.0,0.0,0.0,0,0,60,60,5.242656037807464,0.0,0.0,0.0936219998402521,0.0015603666640042,1.0327594003174454,0.0172126566719574,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1184862628579139,0.0705065056681633,0.3033553957939148,0.3623726367950439,0.4956266582012176,0.7331691384315491,0.01,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,48,334207,-5.290038339296978,5.290038339296978,7.686023961702983,0.0329711791593581,0.0632979105226695,0.0,0.0,0.0,0,0,60,60,5.290038339296978,0.0,0.0,0.086245400365442,0.001437423339424,0.9094807999790646,0.0151580133329844,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1212444379925727,0.076895959675312,0.2993854582309723,0.3626648783683777,0.561770498752594,0.6908397674560547,0.0144444444444444,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,49,334208,-5.427655306657155,5.427655306657155,7.812386051813761,0.0326115126876781,0.0657692317850887,0.0,0.0,0.0,0,0,60,60,5.427655306657155,0.0,0.0,0.0925067998468875,0.0015417799974481,0.968868599331472,0.0161478099888578,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1265405565500259,0.0698505938053131,0.3291827440261841,0.3861657083034515,0.5783085227012634,0.6287043690681458,0.0233333333333333,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,50,334209,-5.529280684789021,5.529280684789021,8.058842293421428,0.0328649057385822,0.0662834675982594,0.0,0.0,0.0,0,0,60,60,5.529280684789021,0.0,0.0,0.0997423999942839,0.001662373333238,1.0359452003613114,0.0172657533393551,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.128763273358345,0.0774406194686889,0.3205989599227905,0.4145812690258026,0.5009046196937561,0.595680832862854,0.0111111111111111,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
ppo,51,334210,-5.473398273785908,5.473398273785908,7.910074950853983,0.0329508048327018,0.0666990155354142,0.0,0.0,0.0,0,0,60,60,5.473398273785908,0.0,0.0,0.0856270002550445,0.0014271166709174,0.9203428999753668,0.0153390483329227,0.0,60,0.0,0.0,0,0,0.0,0.0,0.0,0.0,900,0.1246513351798057,0.081012949347496,0.2995316982269287,0.3470411300659179,0.5373501777648926,0.7038761973381042,0.0188888888888888,0.0,0.0,0.0,ppo_worker_candidate0,51,ppo
